Frame,Eye State,Pupil Position,Driving Status,Head Rotation,Head Front Tilt,Head Side Tilt
7014,Open,Center,Focus,Center,Front Tilt,Straight
7015,Open,Left,Focus,Center,Front Tilt,Straight
7016,Open,Left,Focus,Center,Front Tilt,Straight
7017,Open,Center,Focus,Center,Front Tilt,Straight
7018,Open,Center,Focus,Center,Front Tilt,Straight
7019,Open,Center,Focus,Center,Front Tilt,Straight
7020,Open,Left,Focus,Center,Front Tilt,Straight
7021,Open,Left,Focus,Center,Front Tilt,Straight
7022,Open,Left,Focus,Center,Front Tilt,Straight
7023,Open,Center,Focus,Center,Front Tilt,Straight
7024,Open,Center,Focus,Center,Front Tilt,Straight
7025,Open,Center,Focus,Center,Front Tilt,Straight
7026,Open,Center,Focus,Center,Front Tilt,Straight
7027,Open,Left,Focus,Center,Front Tilt,Straight
7028,Open,Left,Focus,Center,Front Tilt,Straight
7029,Open,Left,Focus,Center,Front Tilt,Straight
7030,Open,Left,Focus,Center,Front Tilt,Straight
7031,Open,Left,Focus,Center,Front Tilt,Straight
7032,Open,Left,Focus,Center,Front Tilt,Straight
7033,Open,Left,Focus,Center,Front Tilt,Straight
7034,Open,Left,Focus,Center,Front Tilt,Straight
7035,Open,Left,Focus,Center,Front Tilt,Straight
7036,Open,Center,Focus,Center,Front Tilt,Straight
7037,Open,Center,Focus,Center,Front Tilt,Straight
7038,Open,Center,Focus,Center,Front Tilt,Straight
7039,Open,Center,Focus,Center,Front Tilt,Straight
7040,Open,Center,Focus,Center,Front Tilt,Straight
7041,Open,Center,Focus,Center,Front Tilt,Straight
7042,Open,Center,Focus,Center,Front Tilt,Straight
7043,Open,Center,Focus,Center,Front Tilt,Straight
7044,Open,Center,Focus,Center,Front Tilt,Straight
7045,Open,Center,Focus,Center,Front Tilt,Straight
7046,Open,Center,Focus,Center,Front Tilt,Straight
7047,Open,Center,Focus,Center,Front Tilt,Straight
7048,Open,Center,Focus,Center,Front Tilt,Straight
7049,Open,Center,Focus,Center,Front Tilt,Straight
7050,Open,Center,Focus,Center,Front Tilt,Straight
7051,Open,Center,Focus,Center,Front Tilt,Straight
7052,Open,Center,Focus,Center,Front Tilt,Straight
7053,Open,Center,Focus,Center,Front Tilt,Straight
7054,Open,Center,Focus,Center,Front Tilt,Straight
7055,Open,Center,Focus,Center,Front Tilt,Straight
7056,Open,Center,Focus,Center,Front Tilt,Straight
7057,Open,Center,Focus,Center,Front Tilt,Straight
7058,Open,Center,Focus,Center,Front Tilt,Straight
7059,Open,Center,Focus,Center,Front Tilt,Straight
7060,Open,Center,Focus,Center,Front Tilt,Straight
7061,Open,Center,Focus,Center,Front Tilt,Straight
7062,Open,Center,Focus,Center,Front Tilt,Straight
7063,Open,Center,Focus,Center,Front Tilt,Straight
7064,Open,Center,Focus,Center,Front Tilt,Straight
7065,Open,Center,Focus,Center,Straight Front Ahead,Straight
7066,Open,Center,Focus,Center,Straight Front Ahead,Straight
7067,Open,Center,Focus,Center,Straight Front Ahead,Straight
7068,Open,Center,Focus,Center,Straight Front Ahead,Straight
7069,Open,Center,Focus,Center,Straight Front Ahead,Straight
7070,Open,Center,Focus,Center,Straight Front Ahead,Straight
7071,Open,Center,Focus,Center,Straight Front Ahead,Straight
7072,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
7073,Closed,Center,Distracted,Center,Front Tilt,Straight
7074,Closed,Center,Distracted,Center,Front Tilt,Straight
7075,Closed,Left,Distracted,Center,Front Tilt,Straight
7076,Closed,Left,Distracted,Center,Straight Front Ahead,Straight
7077,Open,Left,Focus,Center,Straight Front Ahead,Straight
7078,Open,Left,Focus,Center,Straight Front Ahead,Straight
7079,Open,Left,Focus,Center,Straight Front Ahead,Straight
7080,Open,Left,Focus,Center,Straight Front Ahead,Straight
7081,Open,Left,Focus,Center,Straight Front Ahead,Straight
7082,Open,Left,Focus,Center,Straight Front Ahead,Straight
7083,Open,Left,Focus,Center,Straight Front Ahead,Straight
7084,Open,Center,Focus,Center,Straight Front Ahead,Straight
7085,Open,Center,Focus,Center,Straight Front Ahead,Straight
7086,Open,Center,Focus,Center,Straight Front Ahead,Straight
7087,Open,Center,Focus,Center,Straight Front Ahead,Straight
7088,Open,Center,Focus,Center,Straight Front Ahead,Straight
7089,Open,Center,Focus,Center,Straight Front Ahead,Straight
7090,Open,Left,Focus,Center,Straight Front Ahead,Straight
7091,Open,Center,Focus,Center,Straight Front Ahead,Straight
7092,Open,Center,Focus,Center,Straight Front Ahead,Straight
7093,Open,Center,Focus,Center,Straight Front Ahead,Straight
7094,Open,Center,Focus,Center,Straight Front Ahead,Straight
7095,Open,Center,Focus,Center,Straight Front Ahead,Straight
7096,Open,Center,Focus,Center,Straight Front Ahead,Straight
7097,Open,Center,Focus,Center,Straight Front Ahead,Straight
7098,Open,Center,Focus,Center,Straight Front Ahead,Straight
7099,Open,Center,Focus,Center,Straight Front Ahead,Straight
7100,Open,Center,Focus,Center,Straight Front Ahead,Straight
7101,Open,Center,Focus,Center,Straight Front Ahead,Straight
7102,Open,Center,Focus,Center,Straight Front Ahead,Straight
7103,Open,Center,Focus,Center,Straight Front Ahead,Straight
7104,Open,Center,Focus,Center,Straight Front Ahead,Straight
7105,Open,Center,Focus,Center,Straight Front Ahead,Straight
7106,Open,Center,Focus,Center,Straight Front Ahead,Straight
7107,Open,Center,Focus,Center,Straight Front Ahead,Straight
7108,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
7109,Closed,Center,Distracted,Center,Front Tilt,Straight
7110,Closed,Center,Distracted,Center,Front Tilt,Straight
7111,Closed,Center,Distracted,Center,Front Tilt,Straight
7112,Closed,Center,Distracted,Center,Front Tilt,Straight
7113,Closed,Center,Distracted,Center,Front Tilt,Straight
7114,Closed,Center,Distracted,Center,Front Tilt,Straight
7115,Closed,Center,Distracted,Center,Front Tilt,Straight
7116,Closed,Center,Distracted,Center,Front Tilt,Straight
7117,Closed,Center,Distracted,Center,Front Tilt,Straight
7118,Closed,Center,Distracted,Center,Front Tilt,Straight
7119,Closed,Center,Distracted,Center,Front Tilt,Straight
7120,Closed,Center,Distracted,Center,Front Tilt,Straight
7121,Closed,Center,Distracted,Center,Front Tilt,Straight
7122,Closed,Center,Distracted,Center,Front Tilt,Straight
7123,Closed,Center,Distracted,Center,Front Tilt,Straight
7124,Closed,Center,Distracted,Center,Front Tilt,Straight
7125,Closed,Center,Distracted,Center,Front Tilt,Straight
7126,Closed,Center,Distracted,Center,Front Tilt,Straight
7127,Closed,Center,Distracted,Center,Front Tilt,Straight
7128,Closed,Center,Distracted,Center,Front Tilt,Straight
7129,Closed,Center,Distracted,Center,Front Tilt,Straight
7130,Closed,Center,Distracted,Center,Front Tilt,Straight
7131,Closed,Center,Distracted,Center,Front Tilt,Straight
7132,Closed,Center,Distracted,Center,Front Tilt,Straight
7133,Closed,Center,Distracted,Center,Front Tilt,Straight
7134,Closed,Center,Distracted,Center,Front Tilt,Straight
7135,Closed,Center,Distracted,Center,Front Tilt,Straight
7136,Closed,Center,Distracted,Center,Front Tilt,Straight
7137,Closed,Center,Distracted,Center,Front Tilt,Straight
7138,Closed,Center,Distracted,Center,Front Tilt,Straight
7139,Closed,Center,Distracted,Center,Front Tilt,Straight
7140,Closed,Center,Distracted,Center,Front Tilt,Straight
7141,Closed,Center,Distracted,Center,Front Tilt,Straight
7142,Closed,Center,Distracted,Center,Front Tilt,Straight
7143,Closed,Center,Distracted,Center,Front Tilt,Straight
7144,Closed,Center,Distracted,Center,Front Tilt,Straight
7145,Closed,Center,Distracted,Center,Front Tilt,Straight
7146,Closed,Center,Distracted,Center,Front Tilt,Straight
7147,Closed,Center,Distracted,Center,Front Tilt,Straight
7148,Closed,Center,Distracted,Center,Front Tilt,Straight
7149,Closed,Center,Distracted,Center,Front Tilt,Straight
7150,Closed,Center,Distracted,Center,Front Tilt,Straight
7151,Closed,Center,Distracted,Center,Front Tilt,Straight
7152,Closed,Center,Distracted,Center,Front Tilt,Straight
7153,Closed,Center,Distracted,Center,Front Tilt,Straight
7154,Closed,Center,Distracted,Center,Front Tilt,Straight
7155,Closed,Center,Distracted,Center,Front Tilt,Straight
7156,Closed,Center,Distracted,Center,Front Tilt,Straight
7157,Closed,Center,Distracted,Center,Front Tilt,Straight
7158,Closed,Center,Distracted,Center,Front Tilt,Straight
7159,Closed,Center,Distracted,Center,Front Tilt,Straight
7160,Closed,Center,Distracted,Center,Front Tilt,Straight
7161,Closed,Center,Distracted,Center,Front Tilt,Straight
7162,Closed,Center,Distracted,Center,Front Tilt,Straight
7163,Closed,Center,Distracted,Center,Front Tilt,Straight
7164,Closed,Center,Distracted,Center,Front Tilt,Straight
7165,Closed,Center,Distracted,Center,Front Tilt,Straight
7166,Closed,Center,Distracted,Center,Front Tilt,Straight
7167,Closed,Center,Distracted,Center,Front Tilt,Straight
7168,Closed,Center,Distracted,Center,Front Tilt,Straight
7169,Closed,Center,Distracted,Center,Front Tilt,Straight
7170,Closed,Center,Distracted,Center,Front Tilt,Straight
7171,Closed,Center,Distracted,Center,Front Tilt,Straight
7172,Closed,Center,Distracted,Center,Front Tilt,Straight
7173,Closed,Center,Distracted,Center,Front Tilt,Straight
7174,Closed,Center,Distracted,Center,Front Tilt,Straight
7175,Closed,Center,Distracted,Center,Front Tilt,Straight
7176,Closed,Center,Distracted,Center,Front Tilt,Straight
7177,Closed,Center,Distracted,Center,Front Tilt,Straight
7178,Closed,Center,Distracted,Center,Front Tilt,Straight
7179,Closed,Center,Distracted,Center,Front Tilt,Straight
7180,Closed,Center,Distracted,Center,Front Tilt,Straight
7181,Closed,Center,Distracted,Center,Front Tilt,Straight
7182,Closed,Center,Distracted,Center,Front Tilt,Straight
7183,Closed,Center,Distracted,Center,Front Tilt,Straight
7184,Closed,Center,Distracted,Center,Front Tilt,Straight
7185,Closed,Center,Distracted,Center,Front Tilt,Straight
7186,Closed,Center,Distracted,Center,Front Tilt,Straight
7187,Closed,Center,Distracted,Center,Front Tilt,Straight
7188,Closed,Center,Distracted,Center,Front Tilt,Straight
7189,Closed,Center,Distracted,Center,Front Tilt,Straight
7190,Closed,Center,Distracted,Center,Front Tilt,Straight
7191,Closed,Center,Distracted,Center,Front Tilt,Straight
7192,Closed,Center,Distracted,Center,Front Tilt,Straight
7193,Closed,Center,Distracted,Center,Front Tilt,Straight
7194,Closed,Center,Distracted,Center,Front Tilt,Straight
7195,Closed,Center,Distracted,Center,Front Tilt,Straight
7196,Closed,Center,Distracted,Center,Front Tilt,Straight
7197,Closed,Center,Distracted,Center,Front Tilt,Straight
7198,Closed,Center,Distracted,Center,Front Tilt,Straight
7199,Closed,Center,Distracted,Center,Front Tilt,Straight
7200,Closed,Center,Distracted,Center,Front Tilt,Straight
7201,Closed,Center,Distracted,Center,Front Tilt,Straight
7202,Closed,Center,Distracted,Center,Front Tilt,Straight
7203,Closed,Center,Distracted,Center,Front Tilt,Straight
7204,Closed,Center,Distracted,Center,Front Tilt,Straight
7205,Closed,Center,Distracted,Center,Front Tilt,Straight
7206,Closed,Center,Distracted,Center,Front Tilt,Straight
7207,Closed,Center,Distracted,Center,Front Tilt,Straight
7208,Closed,Center,Distracted,Center,Front Tilt,Straight
7209,Closed,Center,Distracted,Center,Front Tilt,Straight
7210,Closed,Center,Distracted,Center,Front Tilt,Straight
7211,Closed,Center,Distracted,Center,Front Tilt,Straight
7212,Closed,Center,Distracted,Center,Front Tilt,Straight
7213,Closed,Center,Distracted,Center,Front Tilt,Straight
7214,Closed,Center,Distracted,Center,Front Tilt,Straight
7215,Closed,Center,Distracted,Center,Front Tilt,Straight
7216,Closed,Center,Distracted,Center,Front Tilt,Straight
7217,Closed,Center,Distracted,Center,Front Tilt,Straight
7218,Closed,Center,Distracted,Center,Front Tilt,Straight
7219,Closed,Center,Distracted,Center,Front Tilt,Straight
7220,Closed,Center,Distracted,Center,Front Tilt,Straight
7221,Closed,Center,Distracted,Center,Front Tilt,Straight
7222,Closed,Center,Distracted,Center,Front Tilt,Straight
7223,Closed,Center,Distracted,Center,Front Tilt,Straight
7224,Closed,Center,Distracted,Center,Front Tilt,Straight
7225,Closed,Center,Distracted,Center,Front Tilt,Straight
7226,Closed,Center,Distracted,Center,Front Tilt,Straight
7227,Closed,Center,Distracted,Center,Front Tilt,Straight
7228,Closed,Center,Distracted,Center,Front Tilt,Straight
7229,Closed,Center,Distracted,Center,Front Tilt,Straight
7230,Closed,Center,Distracted,Center,Front Tilt,Straight
7231,Closed,Center,Distracted,Center,Front Tilt,Straight
7232,Closed,Center,Distracted,Center,Front Tilt,Straight
7233,Open,Center,Focus,Center,Front Tilt,Straight
7234,Open,Center,Focus,Center,Front Tilt,Straight
7235,Open,Center,Focus,Center,Front Tilt,Straight
7236,Open,Center,Focus,Center,Front Tilt,Straight
7237,Open,Center,Focus,Center,Front Tilt,Straight
7238,Open,Center,Focus,Center,Front Tilt,Straight
7239,Open,Center,Focus,Center,Front Tilt,Straight
7240,Open,Center,Focus,Center,Front Tilt,Straight
7241,Open,Center,Focus,Center,Front Tilt,Straight
7242,Open,Center,Focus,Center,Front Tilt,Straight
7243,Open,Center,Focus,Center,Front Tilt,Straight
7244,Open,Center,Focus,Center,Front Tilt,Straight
7245,Open,Center,Focus,Center,Front Tilt,Straight
7246,Open,Center,Focus,Center,Front Tilt,Straight
7247,Open,Center,Focus,Center,Front Tilt,Straight
7248,Open,Center,Focus,Center,Front Tilt,Straight
7249,Open,Center,Focus,Center,Front Tilt,Straight
7250,Open,Center,Focus,Center,Straight Front Ahead,Straight
7251,Open,Center,Focus,Center,Front Tilt,Straight
7252,Open,Center,Focus,Center,Front Tilt,Straight
7253,Open,Center,Focus,Center,Front Tilt,Straight
7254,Open,Center,Focus,Center,Front Tilt,Straight
7255,Open,Center,Focus,Center,Front Tilt,Straight
7256,Open,Center,Focus,Center,Front Tilt,Straight
7257,Open,Center,Focus,Center,Straight Front Ahead,Straight
7258,Open,Center,Focus,Center,Straight Front Ahead,Straight
7259,Open,Center,Focus,Center,Straight Front Ahead,Straight
7260,Open,Center,Focus,Center,Straight Front Ahead,Straight
7261,Open,Center,Focus,Center,Straight Front Ahead,Straight
7262,Open,Center,Focus,Center,Straight Front Ahead,Straight
7263,Open,Center,Focus,Center,Straight Front Ahead,Straight
7264,Open,Center,Focus,Center,Front Tilt,Straight
7265,Open,Center,Focus,Center,Front Tilt,Straight
7266,Open,Center,Focus,Center,Straight Front Ahead,Straight
7267,Open,Center,Focus,Center,Straight Front Ahead,Straight
7268,Open,Center,Focus,Center,Straight Front Ahead,Straight
7269,Open,Center,Focus,Center,Straight Front Ahead,Straight
7270,Open,Center,Focus,Center,Straight Front Ahead,Straight
7271,Open,Center,Focus,Center,Straight Front Ahead,Straight
7272,Open,Center,Focus,Center,Straight Front Ahead,Straight
7273,Open,Center,Focus,Center,Straight Front Ahead,Straight
7274,Open,Center,Focus,Center,Straight Front Ahead,Straight
7275,Open,Center,Focus,Center,Straight Front Ahead,Straight
7276,Open,Center,Focus,Center,Straight Front Ahead,Straight
7277,Open,Center,Focus,Center,Straight Front Ahead,Straight
7278,Open,Center,Focus,Center,Straight Front Ahead,Straight
7279,Open,Center,Focus,Center,Straight Front Ahead,Straight
7280,Open,Center,Focus,Center,Straight Front Ahead,Straight
7281,Open,Center,Focus,Center,Straight Front Ahead,Straight
7282,Open,Center,Focus,Center,Straight Front Ahead,Straight
7283,Open,Center,Focus,Center,Straight Front Ahead,Straight
7284,Open,Center,Focus,Center,Straight Front Ahead,Straight
7285,Open,Center,Focus,Center,Straight Front Ahead,Straight
7286,Open,Center,Focus,Center,Straight Front Ahead,Straight
7287,Open,Center,Focus,Center,Straight Front Ahead,Straight
7288,Open,Center,Focus,Center,Straight Front Ahead,Straight
7289,Open,Center,Focus,Center,Straight Front Ahead,Straight
7290,Open,Center,Focus,Center,Straight Front Ahead,Straight
7291,Open,Center,Focus,Center,Straight Front Ahead,Straight
7292,Open,Center,Focus,Center,Straight Front Ahead,Straight
7293,Open,Center,Focus,Center,Straight Front Ahead,Straight
7294,Open,Center,Focus,Center,Straight Front Ahead,Straight
7295,Open,Center,Focus,Center,Straight Front Ahead,Straight
7296,Open,Center,Focus,Center,Straight Front Ahead,Straight
7297,Open,Center,Focus,Center,Straight Front Ahead,Straight
7298,Open,Center,Focus,Center,Straight Front Ahead,Straight
7299,Open,Center,Focus,Center,Straight Front Ahead,Straight
7300,Open,Center,Focus,Center,Straight Front Ahead,Straight
7301,Open,Center,Focus,Center,Straight Front Ahead,Straight
7302,Open,Center,Focus,Center,Straight Front Ahead,Straight
7303,Open,Center,Focus,Center,Straight Front Ahead,Straight
7304,Open,Center,Focus,Center,Straight Front Ahead,Straight
7305,Open,Center,Focus,Center,Straight Front Ahead,Straight
7306,Open,Center,Focus,Center,Straight Front Ahead,Straight
7307,Open,Right,Focus,Center,Straight Front Ahead,Straight
7308,Closed,Center,Distracted,Center,Front Tilt,Straight
7309,Closed,Center,Distracted,Center,Front Tilt,Straight
7310,Closed,Center,Distracted,Center,Front Tilt,Straight
7311,Closed,Center,Distracted,Center,Front Tilt,Straight
7312,Closed,Right,Distracted,Center,Straight Front Ahead,Straight
7313,Open,Center,Focus,Center,Straight Front Ahead,Straight
7314,Open,Right,Focus,Center,Straight Front Ahead,Straight
7315,Open,Right,Focus,Center,Straight Front Ahead,Straight
7316,Open,Right,Focus,Center,Straight Front Ahead,Straight
7317,Open,Right,Focus,Center,Straight Front Ahead,Straight
7318,Open,Right,Focus,Center,Straight Front Ahead,Straight
7319,Open,Right,Focus,Center,Straight Front Ahead,Straight
7320,Open,Right,Focus,Center,Straight Front Ahead,Straight
7321,Open,Right,Focus,Center,Straight Front Ahead,Straight
7322,Open,Right,Focus,Center,Straight Front Ahead,Straight
7323,Open,Center,Focus,Center,Straight Front Ahead,Straight
7324,Open,Center,Focus,Center,Straight Front Ahead,Straight
7325,Open,Right,Focus,Center,Straight Front Ahead,Straight
7326,Open,Center,Focus,Center,Straight Front Ahead,Straight
7327,Open,Right,Focus,Center,Straight Front Ahead,Straight
7328,Open,Right,Focus,Center,Straight Front Ahead,Straight
7329,Open,Center,Focus,Center,Straight Front Ahead,Straight
7330,Open,Center,Focus,Center,Straight Front Ahead,Straight
7331,Open,Center,Focus,Center,Straight Front Ahead,Straight
7332,Open,Center,Focus,Center,Straight Front Ahead,Straight
7333,Open,Center,Focus,Center,Straight Front Ahead,Straight
7334,Open,Center,Focus,Center,Straight Front Ahead,Straight
7335,Open,Center,Focus,Center,Straight Front Ahead,Straight
7336,Open,Center,Focus,Center,Straight Front Ahead,Straight
7337,Open,Center,Focus,Center,Straight Front Ahead,Straight
7338,Open,Center,Focus,Center,Straight Front Ahead,Straight
7339,Open,Center,Focus,Center,Straight Front Ahead,Straight
7340,Open,Center,Focus,Center,Straight Front Ahead,Straight
7341,Open,Center,Focus,Center,Straight Front Ahead,Straight
7342,Open,Center,Focus,Center,Straight Front Ahead,Straight
7343,Open,Center,Focus,Center,Straight Front Ahead,Straight
7344,Open,Center,Focus,Center,Straight Front Ahead,Straight
7345,Open,Center,Focus,Center,Straight Front Ahead,Straight
7346,Open,Center,Focus,Center,Straight Front Ahead,Straight
7347,Closed,Center,Distracted,Center,Front Tilt,Straight
7348,Closed,Center,Distracted,Center,Front Tilt,Straight
7349,Closed,Center,Distracted,Center,Front Tilt,Straight
7350,Closed,Center,Distracted,Center,Front Tilt,Straight
7351,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
7352,Open,Center,Focus,Center,Straight Front Ahead,Straight
7353,Open,Center,Focus,Center,Straight Front Ahead,Straight
7354,Open,Center,Focus,Center,Straight Front Ahead,Straight
7355,Open,Center,Focus,Center,Straight Front Ahead,Straight
7356,Open,Center,Focus,Center,Straight Front Ahead,Straight
7357,Open,Center,Focus,Center,Straight Front Ahead,Straight
7358,Open,Center,Focus,Center,Straight Front Ahead,Straight
7359,Open,Center,Focus,Center,Straight Front Ahead,Straight
7360,Open,Center,Focus,Center,Straight Front Ahead,Straight
7361,Open,Right,Focus,Center,Straight Front Ahead,Straight
7362,Open,Right,Focus,Center,Straight Front Ahead,Straight
7363,Open,Right,Focus,Center,Straight Front Ahead,Straight
7364,Open,Right,Focus,Center,Straight Front Ahead,Straight
7365,Open,Right,Focus,Center,Straight Front Ahead,Straight
7366,Open,Center,Focus,Center,Straight Front Ahead,Straight
7367,Open,Right,Focus,Center,Straight Front Ahead,Straight
7368,Open,Right,Focus,Center,Straight Front Ahead,Straight
7369,Open,Center,Focus,Center,Straight Front Ahead,Straight
7370,Open,Right,Focus,Center,Straight Front Ahead,Straight
7371,Open,Center,Focus,Center,Straight Front Ahead,Straight
7372,Open,Right,Focus,Center,Straight Front Ahead,Straight
7373,Open,Right,Focus,Center,Straight Front Ahead,Straight
7374,Open,Right,Focus,Center,Straight Front Ahead,Straight
7375,Open,Center,Focus,Center,Straight Front Ahead,Straight
7376,Open,Center,Focus,Center,Straight Front Ahead,Straight
7377,Open,Center,Focus,Center,Straight Front Ahead,Straight
7378,Open,Center,Focus,Center,Straight Front Ahead,Straight
7379,Open,Center,Focus,Center,Straight Front Ahead,Straight
7380,Open,Center,Focus,Center,Straight Front Ahead,Straight
7381,Open,Right,Focus,Center,Straight Front Ahead,Straight
7382,Open,Right,Focus,Center,Straight Front Ahead,Straight
7383,Open,Right,Focus,Center,Straight Front Ahead,Straight
7384,Open,Right,Focus,Center,Straight Front Ahead,Straight
7385,Open,Right,Focus,Center,Straight Front Ahead,Straight
7386,Open,Right,Focus,Center,Straight Front Ahead,Straight
7387,Open,Center,Focus,Center,Straight Front Ahead,Straight
7388,Open,Right,Focus,Center,Straight Front Ahead,Straight
7389,Open,Right,Focus,Center,Straight Front Ahead,Straight
7390,Open,Center,Focus,Center,Straight Front Ahead,Straight
7391,Open,Center,Focus,Center,Straight Front Ahead,Straight
7392,Open,Right,Focus,Center,Straight Front Ahead,Straight
7393,Open,Center,Focus,Center,Straight Front Ahead,Straight
7394,Open,Center,Focus,Center,Straight Front Ahead,Straight
7395,Open,Center,Focus,Center,Straight Front Ahead,Straight
7396,Open,Center,Focus,Center,Straight Front Ahead,Straight
7397,Open,Center,Focus,Center,Straight Front Ahead,Straight
7398,Open,Center,Focus,Center,Straight Front Ahead,Straight
7399,Open,Center,Focus,Center,Straight Front Ahead,Straight
7400,Open,Center,Focus,Center,Straight Front Ahead,Straight
7401,Open,Center,Focus,Center,Straight Front Ahead,Straight
7402,Open,Center,Focus,Center,Straight Front Ahead,Straight
7403,Open,Center,Focus,Center,Straight Front Ahead,Straight
7404,Open,Center,Focus,Center,Straight Front Ahead,Straight
7405,Open,Center,Focus,Center,Straight Front Ahead,Straight
7406,Open,Center,Focus,Center,Straight Front Ahead,Straight
7407,Open,Center,Focus,Center,Straight Front Ahead,Straight
7408,Open,Center,Focus,Center,Straight Front Ahead,Straight
7409,Open,Center,Focus,Center,Straight Front Ahead,Straight
7410,Open,Center,Focus,Center,Straight Front Ahead,Straight
7411,Open,Center,Focus,Center,Straight Front Ahead,Straight
7412,Open,Center,Focus,Center,Straight Front Ahead,Straight
7413,Open,Center,Focus,Center,Straight Front Ahead,Straight
7414,Open,Center,Focus,Center,Straight Front Ahead,Straight
7415,Open,Center,Focus,Center,Straight Front Ahead,Straight
7416,Open,Center,Focus,Center,Straight Front Ahead,Straight
7417,Open,Center,Focus,Center,Straight Front Ahead,Straight
7418,Open,Center,Focus,Center,Straight Front Ahead,Straight
7419,Open,Center,Focus,Center,Straight Front Ahead,Straight
7420,Closed,Center,Distracted,Center,Front Tilt,Straight
7421,Closed,Center,Distracted,Center,Front Tilt,Straight
7422,Closed,Center,Distracted,Center,Front Tilt,Straight
7423,Closed,Center,Distracted,Center,Straight Front Ahead,Straight
7424,Open,Center,Focus,Center,Straight Front Ahead,Straight
7425,Open,Center,Focus,Center,Straight Front Ahead,Straight
7426,Open,Center,Focus,Center,Straight Front Ahead,Straight
7427,Open,Center,Focus,Center,Straight Front Ahead,Straight
7428,Open,Center,Focus,Center,Straight Front Ahead,Straight
7429,Open,Center,Focus,Center,Straight Front Ahead,Straight
7430,Open,Center,Focus,Center,Straight Front Ahead,Straight
7431,Open,Center,Focus,Center,Straight Front Ahead,Straight
7432,Open,Center,Focus,Center,Straight Front Ahead,Straight
7433,Open,Center,Focus,Center,Straight Front Ahead,Straight
7434,Open,Center,Focus,Center,Straight Front Ahead,Straight
7435,Open,Center,Focus,Center,Straight Front Ahead,Straight
7436,Open,Center,Focus,Center,Straight Front Ahead,Straight
7437,Open,Center,Focus,Center,Straight Front Ahead,Straight
7438,Open,Center,Focus,Center,Straight Front Ahead,Straight
7439,Open,Center,Focus,Center,Straight Front Ahead,Straight
7440,Open,Center,Focus,Center,Straight Front Ahead,Straight
7441,Open,Center,Focus,Center,Straight Front Ahead,Straight
7442,Open,Center,Focus,Center,Straight Front Ahead,Straight
7443,Open,Center,Focus,Center,Straight Front Ahead,Straight
7444,Open,Center,Focus,Center,Straight Front Ahead,Straight
7445,Open,Center,Focus,Center,Straight Front Ahead,Straight
7446,Open,Center,Focus,Center,Straight Front Ahead,Straight
7447,Open,Center,Focus,Center,Straight Front Ahead,Straight
7448,Open,Center,Focus,Center,Straight Front Ahead,Straight
7449,Open,Center,Focus,Center,Straight Front Ahead,Straight
7450,Open,Center,Focus,Center,Straight Front Ahead,Straight
7451,Open,Center,Focus,Center,Straight Front Ahead,Straight
7452,Open,Center,Focus,Center,Straight Front Ahead,Straight
7453,Open,Center,Focus,Center,Straight Front Ahead,Straight
7454,Open,Center,Focus,Center,Straight Front Ahead,Straight
7455,Open,Center,Focus,Center,Straight Front Ahead,Straight
7456,Open,Center,Focus,Center,Straight Front Ahead,Straight
7457,Open,Center,Focus,Center,Straight Front Ahead,Straight
7458,Open,Center,Focus,Center,Straight Front Ahead,Straight
7459,Open,Center,Focus,Center,Straight Front Ahead,Straight
7460,Open,Center,Focus,Center,Straight Front Ahead,Straight
7461,Open,Center,Focus,Center,Straight Front Ahead,Straight
7462,Open,Center,Focus,Center,Straight Front Ahead,Straight
7463,Open,Center,Focus,Center,Straight Front Ahead,Straight
7464,Open,Center,Focus,Center,Straight Front Ahead,Straight
7465,Open,Center,Focus,Center,Straight Front Ahead,Straight
7466,Open,Center,Focus,Center,Straight Front Ahead,Straight
7467,Open,Center,Focus,Center,Straight Front Ahead,Straight
7468,Open,Center,Focus,Center,Straight Front Ahead,Straight
7469,Open,Center,Focus,Center,Straight Front Ahead,Straight
7470,Open,Center,Focus,Center,Straight Front Ahead,Straight
7471,Open,Center,Focus,Center,Straight Front Ahead,Straight
7472,Open,Center,Focus,Center,Straight Front Ahead,Straight
7473,Open,Right,Focus,Center,Straight Front Ahead,Straight
7474,Open,Center,Focus,Center,Straight Front Ahead,Straight
7475,Open,Center,Focus,Center,Straight Front Ahead,Straight
7476,Open,Center,Focus,Center,Straight Front Ahead,Straight
7477,Open,Right,Focus,Center,Straight Front Ahead,Straight
7478,Open,Right,Focus,Center,Straight Front Ahead,Straight
7479,Open,Right,Focus,Center,Straight Front Ahead,Straight
7480,Open,Right,Focus,Center,Straight Front Ahead,Straight
7481,Open,Right,Focus,Center,Straight Front Ahead,Straight
7482,Open,Right,Focus,Center,Straight Front Ahead,Straight
7483,Open,Right,Focus,Center,Straight Front Ahead,Straight
7484,Open,Right,Focus,Center,Straight Front Ahead,Straight
7485,Open,Right,Focus,Center,Front Tilt,Straight
7486,Closed,Center,Distracted,Center,Front Tilt,Straight
7487,Closed,Center,Distracted,Center,Front Tilt,Straight
7488,Closed,Right,Distracted,Center,Front Tilt,Straight
7489,Open,Right,Focus,Center,Straight Front Ahead,Straight
7490,Open,Right,Focus,Center,Straight Front Ahead,Straight
